director_name,director_facebook_likes,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,budget,title_year,movie_facebook_likes
Wayne Wang,61,1000,Comedy,LL Cool J,Last Holiday,3757,45000000,2006,0
Wayne Wang,61,20000,Comedy,Natalie Portman,Anywhere But Here,22040,23000000,1999,638
Wayne Wang,61,907,Comedy,Cicely Tyson,Because of Winn-Dixie,3462,14000000,2005,1000
Wayne Wang,61,5000,Comedy,Bob Hoskins,Maid in Manhattan,7184,55000000,2002,0
George Hickenlooper,60,4000,Biography,Hayden Christensen,Factory Girl,6526,7000000,2006,3000
Ira Sachs,60,60,Drama,David Richmond-Peck,Married Life,141,12000000,2007,314
Ira Sachs,60,826,Drama,Rip Torn,Forty Shades of Blue,1240,1500000,2005,216
John Putch,60,823,Drama,Robert Picardo,Atlas Shrugged II: The Strike,5262,10000000,2012,0
Mars Callahan,60,979,Drama,Chazz Palminteri,Poolhall Junkies,3130,4000000,2002,872
Brenda Chapman,59,770,Animation,Martin Short,The Prince of Egypt,1195,70000000,1998,0
Byron Howard,59,17000,Animation,ChloÕ‰ Grace Moretz,Bolt,20007,150000000,2008,0
Kirsten Sheridan,59,49000,Drama,Robin Williams,August Rush,50927,30000000,2007,18000
Mike Flanagan,59,35,Drama,Justin Gordon,Absentia,97,70000,2011,3000
Steve Antin,59,2000,Drama,Eric Dane,Burlesque,4315,55000000,2010,19000
Barbet Schroeder,58,12000,Action,Nicolas Cage,Kiss of Death,14008,40000000,1995,555
Christopher Cain,58,549,Action,Jack Palance,Young Guns,1747,13000000,1988,0
Christopher Cain,58,482,Drama,Jon Gries,September Dawn,1526,11000000,2007,411
Jesse Dylan,58,14000,Comedy,Josh Hutcherson,Kicking  Screaming,27351,45000000,2005,743
Jesse Dylan,58,995,Comedy,Hector Elizondo,How High,6105,12000000,2001,0
Jesse Dylan,58,3000,Comedy,Alyson Hannigan,American Wedding,5713,55000000,2003,0
Kevin Reynolds,58,699,Action,Esai Morales,Rapa Nui,1592,20000000,1994,399
Kevin Reynolds,58,141,Action,Peter Firth,Risen,389,20000000,2016,21000
Kevin Reynolds,58,25000,Action,Alan Rickman,Robin Hood: Prince of Thieves,38518,48000000,1991,0
Kevin Reynolds,58,711,Action,Jeanne Tripplehorn,Waterworld,1004,175000000,1995,0
Martin Ritt,58,617,Drama,Patricia Neal,Hud,1141,2500000,1963,1000
Martin Ritt,58,338,Drama,Frank Finlay,The Molly Maguires,800,11000000,1970,608
Phyllida Lloyd,58,14000,Comedy,Colin Firth,Mamma Mia!,26002,52000000,2008,10000
Rebecca Miller,58,552,Drama,Beau Bridges,The Ballad of Jack and Rose,859,1500000,2005,608
Spencer Susser,58,23000,Drama,Joseph Gordon-Levitt,Hesher,44969,7000000,2010,19000
Steve Hickner,58,2000,Animation,Matthew Broderick,Bee Movie,6576,150000000,2007,0
William Kaufman,58,848,Action,Drew Waters,The Hit List,3469,6000000,2011,0
William Kaufman,58,405,Action,Paul McGillion,The Marine 4: Moving Target,1204,1950000,2015,620
Dominic Sena,57,1000,Action,Tom Skerritt,Whiteout,1947,35000000,2009,0
Dominic Sena,57,12000,Action,Nicolas Cage,Gone in Sixty Seconds,29069,90000000,2000,0
Dominic Sena,57,20000,Action,Hugh Jackman,Swordfish,25942,80000000,2001,0
Frank Borzage,57,998,Drama,Gary Cooper,A Farewell to Arms,1284,800000,1932,213
Jeremy Saulnier,57,1000,Drama,Devin Ratray,Blue Ruin,1528,1066167,2013,0
Jonathan Kaplan,57,181,Drama,John Doe,Brokedown Palace,582,25000000,1999,0
Katherine Brooks,57,442,Drama,Ilene Graff,Loving Annabelle,1635,1000000,2006,501
Mike Binder,57,975,Comedy,Alicia Witt,The Upside of Anger,2944,9000000,2005,549
Mike Binder,57,1000,Drama,Jennifer Ehle,Black or White,3745,9000000,2014,0
Mike Binder,57,11000,Drama,Adam Sandler,Reign Over Me,17050,20000000,2007,0
Ted Post,57,220,Action,Linda Harrison,Beneath the Planet of the Apes,1186,3000000,1970,0
Gary Winick,56,898,Comedy,Vanessa Redgrave,Letters to Juliet,1026,30000000,2010,13000
Gary Winick,56,376,Comedy,Bebe Neuwirth,Tadpole,1144,150000,2000,132
Gary Winick,56,3000,Comedy,Jennifer Garner,13 Going on 30,6742,37000000,2004,0
Gary Winick,56,11000,Comedy,Anne Hathaway,Bride Wars,13794,30000000,2009,0
James Toback,56,4000,Comedy,Sarah Michelle Gellar,Harvard Man,6776,5500000,2001,113
James Toback,56,21000,Comedy,Robert Downey Jr.,Two Girls and a Guy,21124,1000000,1997,387
Larry Blamire,56,126,Comedy,Fay Masterson,The Lost Skeleton of Cadavra,284,40000,2001,0
Mark Andrews,56,2000,Animation,Kelly Macdonald,Brave,5005,185000000,2012,39000
Chuck Russell,55,12000,Action,Dwayne Johnson,The Scorpion King,14611,60000000,2002,0
Chuck Russell,55,1000,Action,Sam Trammell,I Am Wrath,3212,18000000,2016,0
Chuck Russell,55,1000,Action,Vanessa Williams,Eraser,3454,100000000,1996,0
Chuck Russell,55,506,Action,John Saxon,A Nightmare on Elm Street 3: Dream Warriors,1584,4500000,1987,0
Chuck Russell,55,789,Comedy,Peter Greene,The Mask,2085,18000000,1994,0
Chuck Russell,55,3000,Drama,Rufus Sewell,Bless the Child,4565,40000000,2000,394
Robert Stevenson,55,382,Comedy,Ed Wynn,Mary Poppins,2045,6000000,1964,0
Roger Spottiswoode,55,3000,Action,Robert Duvall,The 6th Day,5839,82000000,2000,0
Roger Spottiswoode,55,3000,Action,Robert Duvall,The Pursuit of D.B. Cooper,4277,12000000,1981,135
Bruce McCulloch,54,985,Comedy,Martin Starr,Stealing Harvard,3065,25000000,2002,215
Bruce McCulloch,54,8000,Comedy,Will Ferrell,Superstar,10792,14000000,1999,2000
E. Elias Merhige,54,748,Drama,Harry Lennix,Suspect Zero,1721,27000000,2004,817
King Vidor,54,746,Drama,Gina Lollobrigida,Solomon and Sheba,1332,5000000,1959,270
King Vidor,54,81,Drama,John Gilbert,The Big Parade,108,245000,1925,226
King Vidor,54,469,Drama,Joseph Cotten,Duel in the Sun,2037,8000000,1946,403
Mark Osborne,54,11000,Animation,Angelina Jolie Pitt,Kung Fu Panda,12754,130000000,2008,6000
Mervyn LeRoy,54,440,Biography,Peter Ustinov,Quo Vadis,1373,7623000,1951,1000
Michael Lembeck,54,786,Comedy,Debbie Reynolds,Connie and Carla,2730,20000000,2004,924
Michael Lembeck,54,901,Comedy,Judge Reinhold,The Santa Clause 2,5265,60000000,2002,1000
Peter Hedges,54,1000,Comedy,Oliver Platt,Pieces of April,3010,300000,2003,0
Peter Hedges,54,3000,Comedy,Jennifer Garner,The Odd Life of Timothy Green,9069,25000000,2012,11000
Rachel Talalay,54,6000,Comedy,Naomi Watts,Tank Girl,9662,25000000,1995,0
Rachel Talalay,54,40000,Comedy,Johnny Depp,Freddy's Dead: The Final Nightmare,42002,8500000,1991,963
Billy Ray,53,8000,Drama,Julia Roberts,Secret in Their Eyes,9941,19500000,2015,0
Billy Ray,53,4000,Drama,Hayden Christensen,Shattered Glass,8297,6000000,2003,0
Brian Henson,53,227,Comedy,Steven Mackintosh,The Muppet Christmas Carol,534,12000000,1992,0
Brian Trenchard-Smith,53,2000,Action,Michael Biehn,Megiddo: The Omega Code 2,4221,22000000,2001,158
James Ponsoldt,53,8000,Comedy,Shailene Woodley,The Spectacular Now,10040,2500000,2013,10000
Jim Mickle,53,530,Drama,Connor Paolo,Stake Land,1038,650000,2010,0
John Patrick Shanley,53,22000,Drama,Philip Seymour Hoffman,Doubt,33903,20000000,2008,0
John Wells,53,14000,Comedy,Bradley Cooper,Burnt,16926,20000000,2015,25000
John Wells,53,19000,Drama,Benedict Cumberbatch,August: Osage County,39690,25000000,2013,30000
Michael Radford,53,962,Comedy,Chris Noth,Elsa  Fred,3465,10000000,2014,0
Michael Radford,53,14000,Drama,Al Pacino,The Merchant of Venice,16252,18000000,2004,0
Robert Moresco,53,954,Drama,Brian Dennehy,10th  Wolf,2512,8000000,2006,294
Stuart Baird,53,27000,Action,Tom Hardy,Star Trek: Nemesis,31224,60000000,2002,0
Stuart Baird,53,1000,Action,Oliver Platt,Executive Decision,2916,55000000,1996,0
Brad Silberling,52,8000,Comedy,Will Ferrell,Land of the Lost,10552,100000000,2009,0
Brad Silberling,52,795,Comedy,Eric Idle,Casper,2638,50000000,1995,0
Brad Silberling,52,15000,Drama,Jake Gyllenhaal,Moonlight Mile,16692,21000000,2002,365
Drake Doremus,52,34000,Drama,Jennifer Lawrence,Like Crazy,34983,250000,2011,12000
Jake Kasdan,52,3000,Comedy,Justin Timberlake,Bad Teacher,5547,20000000,2011,16000
Jake Kasdan,52,683,Comedy,James Wilcox,Sex Tape,1488,40000000,2014,0
Jake Kasdan,52,624,Comedy,Kim Dickens,Zero Effect,1209,5000000,1998,507
Jake Kasdan,52,553,Comedy,Tim Meadows,Walk Hard: The Dewey Cox Story,1082,35000000,2007,0
James Isaac,52,1000,Action,Peter Mensah,Jason X,3050,11000000,2001,0
Kirk Jones,52,22000,Action,Robert De Niro,Everybody's Fine,23409,21000000,2009,10000
Kirk Jones,52,10000,Comedy,Anna Kendrick,What to Expect When You're Expecting,13396,40000000,2012,14000
Kirk Jones,52,14000,Comedy,Colin Firth,Nanny McPhee,17278,25000000,2005,0
Kirk Jones,52,567,Comedy,Nia Vardalos,My Big Fat Greek Wedding 2,2259,18000000,2016,19000
Mary Lambert,52,477,Drama,Matthew Settle,The In Crowd,2312,15000000,2000,157
Michael Cuesta,52,10000,Biography,Jeremy Renner,Kill the Messenger,12897,5000000,2014,13000
Michael Cuesta,52,80,Drama,Adam LeFevre,L.I.E.,209,700000,2001,420
Peter Ramsey,52,20000,Animation,Hugh Jackman,Rise of the Guardians,20645,145000000,2012,25000
Niki Caro,51,427,Biography,Morgan Saylor,McFarland USA,952,17000000,2015,21000
Niki Caro,51,10000,Drama,Jeremy Renner,North Country,20563,35000000,2005,0
Sean Anders,51,948,Comedy,Katrina Bowden,Sex Drive,4324,19000000,2008,0
Sean Anders,51,11000,Comedy,Adam Sandler,That's My Boy,16484,70000000,2012,12000
Sean Anders,51,18000,Comedy,Kevin Spacey,Horrible Bosses 2,30571,42000000,2014,12000
Sean Anders,51,8000,Comedy,Will Ferrell,Daddy's Home,10886,50000000,2015,13000
Theodore Melfi,51,13000,Comedy,Bill Murray,St. Vincent,20330,13000000,2014,33000
Chris Miller,50,4000,Animation,Salma Hayek,Puss in Boots,5046,130000000,2011,16000
Chris Miller,50,3000,Animation,Justin Timberlake,Shrek the Third,4705,160000000,2007,0
Floria Sigismondi,50,17000,Biography,Kristen Stewart,The Runaways,21711,10000000,2010,0
Jon Avnet,50,22000,Action,Robert De Niro,Righteous Kill,38809,60000000,2008,0
Jon Avnet,50,14000,Drama,Al Pacino,88 Minutes,16722,30000000,2007,0
Jon Avnet,50,1000,Drama,Joe Mantegna,Up Close  Personal,3653,60000000,1996,829
Kenneth Lonergan,50,13000,Drama,Matt Damon,Margaret,14638,14000000,2011,0
Kenneth Lonergan,50,2000,Drama,Matthew Broderick,You Can Count on Me,4288,1200000,2000,756
Rob Minkoff,50,5000,Action,Jet Li,The Forbidden Kingdom,7247,55000000,2008,0
Rob Minkoff,50,886,Animation,Nathan Lane,Stuart Little 2,2682,120000000,2002,459
Rob Minkoff,50,3000,Animation,Ty Burrell,Mr. Peabody  Sherman,5810,145000000,2014,11000
Rob Minkoff,50,691,Comedy,Marsha Thomason,The Haunted Mansion,2622,90000000,2003,988
Roger Michell,50,293,Comedy,Noah Bean,Morning Glory,621,40000000,2010,0
Roger Michell,50,521,Drama,Sydney Pollack,Changing Lanes,758,45000000,2002,0
Brian Klugman,49,24000,Drama,J.K. Simmons,The Words,51355,6000000,2012,21000
Davis Guggenheim,49,702,Biography,Emma Bell,Gracie,2007,9000000,2007,313
Davis Guggenheim,49,12000,Drama,Norman Reedus,Gossip,12776,24000000,2000,853
Eric Bross,49,719,Comedy,Jerry Stiller,On the Line,2446,16000000,2001,0
Eric Bross,49,708,Drama,Teri Polo,We Have Your Husband,3059,5000000,2011,58
Luis Llosa,49,2000,Action,Frank Welker,Anaconda,3717,45000000,1997,0
Steve Miner,49,1000,Action,Tom Skerritt,Texas Rangers,2120,38000000,2001,474
Steve Miner,49,687,Action,Julian Sands,Warlock,1990,7000000,1989,0
Steve Miner,49,1000,Comedy,Oliver Platt,Lake Placid,3313,27000000,1999,2000
Thomas Carter,49,116,Drama,Jessie T. Usher,When the Game Stands Tall,525,15000000,2014,0
Thomas Carter,49,656,Drama,Sean Patrick Thomas,Save the Last Dance,1307,13000000,2001,0
Thomas Carter,49,17000,Drama,Channing Tatum,Coach Carter,20299,30000000,2005,0
Brian Robbins,48,973,Comedy,Marc Blucas,Meet Dave,1865,60000000,2008,791
Brian Robbins,48,61,Comedy,John Gatins,A Thousand Words,222,40000000,2012,0
Brian Robbins,48,23000,Comedy,Paul Walker,Varsity Blues,23369,16000000,1999,0
Brian Robbins,48,21000,Comedy,Robert Downey Jr.,The Shaggy Dog,24664,50000000,2006,747
Brian Robbins,48,1000,Comedy,Oliver Platt,Ready to Rumble,4971,24000000,2000,650
Brian Robbins,48,18000,Drama,Keanu Reeves,Hardball,18630,21000000,2001,0
Michael Rymer,48,1000,Drama,LL Cool J,In Too Deep,4837,7000000,1999,375
Michael Rymer,48,775,Drama,Aaliyah,Queen of the Damned,3001,35000000,2002,0
Allen Coulter,47,21000,Drama,Robert Pattinson,Remember Me,22088,16000000,2010,24000
Carl Rinsch,47,18000,Action,Keanu Reeves,47 Ronin,20965,175000000,2013,35000
Gabor Csupo,47,14000,Action,Josh Hutcherson,Bridge to Terabithia,28071,17000000,2007,6000
Jamal Hill,47,628,Drama,Logan Browning,Brotherly Love,4249,1900000,2015,1000
Richard Shepard,47,499,Comedy,James Brolin,The Hunting Party,504,25000000,2007,0
Richard Shepard,47,3000,Comedy,Adam Scott,The Matador,4053,10000000,2005,808
Stephen Hillenburg,47,19000,Animation,Scarlett Johansson,The SpongeBob SquarePants Movie,20097,30000000,2004,0
Ted Demme,47,40000,Biography,Johnny Depp,Blow,43453,30000000,2001,13000
Wayne Kramer,47,658,Drama,Estella Warren,The Cooler,3086,3200000,2003,762
Wes Ball,47,988,Action,Ki Hong Lee,The Maze Runner,1783,34000000,2014,38000
Wes Ball,47,988,Action,Ki Hong Lee,The Scorch Trials,2517,61000000,2015,24000
Ben Younger,46,14000,Drama,Vin Diesel,Boiler Room,17336,8000000,2000,0
Hugh Hudson,46,818,Action,Liam Aiken,I Dreamed of Africa,1778,34000000,2000,314
Bill Plympton,45,5,Animation,Charis Michelsen,I Married a Strange Person!,7,250000,1997,178
Karyn Kusama,45,9000,Action,Charlize Theron,Õ_on Flux,10185,62000000,2005,0
Karyn Kusama,45,24000,Comedy,J.K. Simmons,Jennifer's Body,24805,16000000,2009,6000
Stephen Norrington,45,1000,Action,Jason Flemyng,The League of Extraordinary Gentlemen,4714,78000000,2003,0
Stephen Norrington,45,886,Action,Sanaa Lathan,Blade,3174,45000000,1998,0
Tom Schulman,45,578,Comedy,Kristy Swanson,8 Heads in a Duffel Bag,1363,3000000,1997,417
Craig Gillespie,44,4000,Biography,Jon Hamm,Million Dollar Arm,6393,25000000,2014,10000
Craig Gillespie,44,33000,Comedy,Ryan Gosling,Lars and the Real Girl,34351,12000000,2007,19000
Craig Gillespie,44,596,Comedy,Grace Phipps,Fright Night,1393,30000000,2011,23000
Gillian Armstrong,44,23000,Drama,Christian Bale,Little Women,29370,15000000,1994,0
Gillian Armstrong,44,1000,Drama,Tom Wilkinson,Oscar and Lucinda,2004,16000000,1997,329
Miguel Arteta,44,625,Comedy,Lupe Ontiveros,Chuck  Buck,1378,250000,2000,170
Miguel Arteta,44,12000,Comedy,Steve Buscemi,Youth in Revolt,16004,18000000,2009,0
Miguel Arteta,44,35000,Comedy,Bella Thorne,Alexander and the Terrible Horrible No Good Very Bad Day,47677,28000000,2014,12000
Miguel Arteta,44,15000,Drama,Jake Gyllenhaal,The Good Girl,27646,5000000,2002,938
Richard Lester,44,593,Action,Margot Kidder,Superman II,2908,54000000,1980,0
Richard Lester,44,559,Action,Robert Shaw,Robin and Marian,1199,5000000,1976,672
Richard Lester,44,907,Comedy,Buster Keaton,A Funny Thing Happened on the Way to the Forum,1807,2000000,1966,805
Rick Famuyiwa,44,637,Comedy,Kimberly Elise,Dope,1342,7000000,2015,23000
Rick Famuyiwa,44,1000,Comedy,Boris Kodjoe,Brown Sugar,3199,8000000,2002,0
Rick Famuyiwa,44,865,Comedy,Omar Epps,The Wood,2724,6000000,1999,990
Rick Famuyiwa,44,953,Comedy,America Ferrera,Our Family Wedding,3299,14000000,2010,1000
Sam Firstenberg,44,615,Action,Michael Dudikoff,American Ninja 2: The Confrontation,872,350000,1987,583
Sergey Bodrov,44,12000,Action,Jeff Bridges,Seventh Son,17098,95000000,2014,16000
Alex Zamm,43,1000,Comedy,Taylor Negron,Chairman of the Board,5213,10000000,1998,724
Andrzej Bartkowiak,43,5000,Action,Jet Li,Cradle 2 the Grave,6867,30000000,2003,1000
Andrzej Bartkowiak,43,5000,Action,Jet Li,Romeo Must Die,9082,25000000,2000,0
Andrzej Bartkowiak,43,2000,Comedy,Michael Jai White,Exit Wounds,5942,33000000,2001,742
Barry Cook,43,882,Animation,Charlie Rowe,Walking with Dinosaurs 3D,1971,80000000,2013,0
David Hackl,43,826,Action,Scott Glenn,Into the Grizzly Maze,1586,10000000,2015,0
Glenn Ficarra,43,10000,Comedy,Will Smith,Focus,11943,50100000,2015,23000
Glenn Ficarra,43,33000,Comedy,Ryan Gosling,Crazy Stupid Love.,57426,50000000,2011,44000
John Curran,43,22000,Drama,Robert De Niro,Stone,37766,22000000,2010,0
Lee Toland Krieger,43,11000,Drama,Harrison Ford,The Age of Adaline,15327,25000000,2015,34000
Luis Mandoki,43,308,Drama,Sonia Braga,Angel Eyes,1440,38000000,2001,689
Luis Mandoki,43,18000,Drama,Robin Wright,Message in a Bottle,19815,55000000,1999,0
Mark Rydell,43,563,Drama,David Keith,The Rose,1097,8500000,1979,1000
Menno Meyjes,43,1000,Comedy,Oliver Platt,Martian Child,2495,27000000,2007,0
Paul Bartel,43,13000,Comedy,Sylvester Stallone,Death Race 2000,14950,300000,1975,0
Rawson Marshall Thurber,43,12000,Comedy,Dwayne Johnson,Central Intelligence,14569,50000000,2016,10000
Rawson Marshall Thurber,43,740,Comedy,Laura-Leigh,We're the Millers,3425,37000000,2013,35000
Rawson Marshall Thurber,43,989,Comedy,Gary Cole,Dodgeball: A True Underdog Story,4730,20000000,2004,0
Breck Eisner,42,14000,Action,Vin Diesel,The Last Witch Hunter,16922,90000000,2015,21000
David Bowers,42,975,Comedy,Zachary Gordon,Diary of a Wimpy Kid: Dog Days,3153,22000000,2012,0
David Bowers,42,975,Comedy,Zachary Gordon,Diary of a Wimpy Kid: Rodrick Rules,3567,21000000,2011,0
David S. Ward,42,1000,Comedy,Corbin Bernsen,Major League,3435,11000000,1989,0
Ken Kwapis,42,875,Biography,Ted Danson,Big Miracle,1702,40000000,2012,0
Ken Kwapis,42,2000,Comedy,Mike Vogel,The Sisterhood of the Traveling Pants,6862,25000000,2005,0
Ken Kwapis,42,97,Comedy,Carmen Perez,He's Just Not That Into You,318,40000000,2009,12000
Ken Kwapis,42,49000,Comedy,Robin Williams,License to Wed,52566,35000000,2007,913
Luke Greenfield,42,839,Comedy,Rob Riggle,Let's Be Cops,3627,17000000,2014,14000
Luke Greenfield,42,969,Comedy,Ashley Williams,Something Borrowed,2371,35000000,2011,13000
Luke Greenfield,42,355,Comedy,Chris Marquette,The Girl Next Door,911,25000000,2004,0
Luke Greenfield,42,436,Comedy,Louis Lombardi,The Animal,1203,22000000,2001,1000
Nancy Walker,42,801,Comedy,Steve Guttenberg,Can't Stop the Music,1462,20000000,1980,1000
Danny Cannon,41,722,Drama,Sean Pertwee,Goal! The Dream Begins,2859,10000000,2005,0
Douglas McGrath,41,2000,Biography,Toby Jones,Infamous,3474,13000000,2006,0
Douglas McGrath,41,2000,Comedy,Olivia Munn,I Don't Know How She Does It,5470,24000000,2011,0
Howard Deutch,41,13000,Comedy,Bruce Willis,The Whole Ten Yards,18085,40000000,2004,462
Howard Deutch,41,1000,Comedy,Dane Cook,My Best Friend's Girl,3301,40000000,2008,0
Howard Deutch,41,18000,Comedy,Keanu Reeves,The Replacements,24024,50000000,2000,0
Jay Oliva,41,2000,Animation,Michael Emerson,Batman: The Dark Knight Returns Part 2,5526,3500000,2013,5000
Ron Shelton,41,11000,Comedy,Harrison Ford,Hollywood Homicide,14028,75000000,2003,648
Ron Shelton,41,982,Comedy,Don Johnson,Tin Cup,3648,45000000,1996,1000
Ron Shelton,41,512,Comedy,Willie Garson,Play It to the Bone,1523,24000000,1999,153
Ron Shelton,41,556,Drama,Khandi Alexander,Dark Blue,1873,15000000,2002,455
Steve Carr,41,567,Comedy,Erick Avari,Paul Blart: Mall Cop,2954,26000000,2009,0
Steve Carr,41,723,Comedy,John Witherspoon,Next Friday,3939,9500000,2000,0
Steve Carr,41,1000,Comedy,Anjelica Huston,Daddy Day Care,4050,60000000,2003,886
Steve Carr,41,1000,Comedy,Raven-SymonÕ©,Dr. Dolittle 2,3287,72000000,2001,266
Sylvain White,41,11000,Action,Chris Evans,The Losers,12841,25000000,2010,0
Sylvain White,41,997,Drama,Chris Brown,Stomp the Yard,3544,14000000,2007,0
Eric Brevig,40,14000,Action,Josh Hutcherson,Journey to the Center of the Earth,17925,45000000,2008,0
Eric Brevig,40,3000,Animation,Justin Timberlake,Yogi Bear,4394,80000000,2010,0
Gregory Hoblit,40,2000,Drama,Dennis Quaid,Frequency,4045,31000000,2000,0
Gregory Hoblit,40,2000,Drama,Billy Burke,Untraceable,3612,35000000,2008,0
Gregory Hoblit,40,13000,Drama,Bruce Willis,Hart's War,15916,60000000,2002,997
John R. Leonetti,40,663,Action,Brian Thompson,Mortal Kombat: Annihilation,2266,30000000,1997,1000
Darin Scott,39,1000,Drama,Julian Morris,Something Wicked,3024,3000000,2014,395
Gary Fleder,39,26000,Action,Jason Statham,Homefront,39989,22000000,2013,15000
Gary Fleder,39,2000,Biography,Dennis Quaid,The Express,5162,40000000,2008,0
Gary Fleder,39,12000,Drama,Steve Buscemi,Things to Do in Denver When You're Dead,14889,7000000,1995,0
Gary Fleder,39,1000,Drama,Oliver Platt,Don't Say a Word,3341,50000000,2001,970
Gary Fleder,39,11000,Drama,Morgan Freeman,Kiss the Girls,14322,27000000,1997,0
Gary Fleder,39,1000,Drama,Gary Dourdan,Impostor,2664,40000000,2001,892
Jimmy Hayward,39,13000,Action,Michael Fassbender,Jonah Hex,14619,47000000,2010,0
Jimmy Hayward,39,1000,Animation,Amy Poehler,Free Birds,3104,55000000,2013,0
John McNaughton,39,13000,Drama,Bill Murray,Wild Things,14275,20000000,1998,0
Sam Weisman,39,3000,Comedy,Brendan Fraser,George of the Jungle,4518,55000000,1997,5000
Sam Weisman,39,593,Comedy,Kevin Grevioux,Dickie Roberts: Former Child Star,2713,17000000,2003,320
Sam Weisman,39,607,Comedy,Oliver Hudson,The Out-of-Towners,1335,40000000,1999,279
Sam Weisman,39,1000,Comedy,Bernie Mac,What's the Worst That Could Happen?,3664,45000000,2001,304
Susan Seidelman,39,267,Comedy,Dyan Cannon,Boynton Beach Club,1231,1500000,2005,88
Alejandro Monteverde,38,625,Drama,Armando Riesco,Bella,2747,3300000,2006,0
Alex Craig Mann,38,552,Comedy,Justin Chon,Detention of the Dead,2251,500000,2012,898
Bart Freundlich,38,17000,Comedy,Kristen Stewart,Catch That Kid,18711,18000000,2004,591
Bart Freundlich,38,745,Comedy,Billy Crudup,Trust the Man,1721,9000000,2005,215
Chris Roberts,38,811,Action,Saffron Burrows,Wing Commander,2497,30000000,1999,858
David Lowery,38,3000,Action,Bryce Dallas Howard,Pete's Dragon,3691,65000000,2016,21000
Don Hall,38,756,Animation,Damon Wayans Jr.,Big Hero 6,2963,165000000,2014,41000
Joel Zwick,38,1000,Comedy,Dania Ramirez,Fat Albert,4604,26000000,2004,531
Joel Zwick,38,567,Comedy,Nia Vardalos,My Big Fat Greek Wedding,1495,5000000,2002,5000
John Gulager,38,164000,Comedy,Krista Allen,Feast,170118,3200000,2005,0
Laurie Collyer,38,363,Drama,Brad William Henke,Sherrybaby,774,2000000,2006,474
Maggie Carey,38,801,Comedy,Donald Glover,The To Do List,2667,1500000,2013,0
Oren Moverman,38,12000,Drama,Steve Buscemi,The Messenger,14462,6500000,2009,0
Pete Travis,38,2000,Drama,Dennis Quaid,Vantage Point,6775,40000000,2008,0
Rob Bowman,38,23000,Action,Christian Bale,Reign of Fire,53024,60000000,2002,0
Rob Bowman,38,584,Comedy,Alanna Ubach,Airborne,1218,2600000,1993,0
Rob Bowman,38,940,Drama,Martin Landau,The X Files,4230,66000000,1998,0
Ronald Neame,38,940,Action,Martin Landau,Meteor,1945,16000000,1979,392
Rusty Cundieff,38,1000,Comedy,Corbin Bernsen,Tales from the Hood,3221,6000000,1995,985
Ryan Little,38,214,Action,Corbin Allred,Saints and Soldiers,587,780000,2003,1000
Steve Pink,38,833,Comedy,Joe Lo Truglio,About Last Night,2800,12500000,2014,0
Steve Pink,38,496,Comedy,Charlie McDermott,Hot Tub Time Machine,1272,36000000,2010,12000
Steve Pink,38,3000,Comedy,Adam Scott,Hot Tub Time Machine 2,4702,14000000,2015,0
Susan Stroman,38,11000,Comedy,Jon Lovitz,The Producers,24351,45000000,2005,0
Dan Scanlon,37,12000,Animation,Steve Buscemi,Monsters University,14863,200000000,2013,44000
Garth Jennings,37,11000,Comedy,Zooey Deschanel,The Hitchhiker's Guide to the Galaxy,14073,50000000,2005,10000
Hugh Wilson,37,801,Comedy,Steve Guttenberg,Police Academy,3113,4500000,1984,0
Hugh Wilson,37,944,Comedy,Stockard Channing,The First Wives Club,3143,26000000,1996,0
Hugh Wilson,37,3000,Comedy,Brendan Fraser,Blast from the Past,5709,35000000,1999,0
Hugh Wilson,37,3000,Comedy,Brendan Fraser,Dudley Do-Right,5568,22000000,1999,272
Jaco Booyens,37,210,Drama,Nicole Smolen,8 Days,210,2500000,2014,224
Jesse Peretz,37,11000,Comedy,Zooey Deschanel,Our Idiot Brother,15710,5000000,2011,11000
Jesse Peretz,37,318,Drama,Robert John Burke,First Love Last Rites,751,300000,1997,26
Richard Marquand,37,11000,Action,Harrison Ford,Star Wars: Episode VI - Return of the Jedi,13649,32500000,1983,14000
Rod Lurie,37,10000,Action,Alexander SkarsgÕ‚rd,Straw Dogs,11431,25000000,2011,7000
Rod Lurie,37,968,Action,Clifton Collins Jr.,The Last Castle,3012,60000000,2001,0
Rod Lurie,37,748,Drama,Harry Lennix,Resurrecting the Champ,2417,13000000,2007,689
Rod Lurie,37,12000,Drama,Jeff Bridges,The Contender,25660,20000000,2000,1000
Tara Subkoff,37,501,Drama,Timothy Hutton,Horror,1044,1500000,2015,750
Bill Melendez,36,39,Animation,Peter Robbins,A Charlie Brown Christmas,139,150000,1965,0
Douglas Aarniokoski,36,1000,Action,Christopher Lambert,Highlander: Endgame,2764,15000000,2000,356
Jason Moore,36,10000,Comedy,Anna Kendrick,Pitch Perfect,12676,17000000,2012,36000
Jon Amiel,36,894,Action,Glenn Morshower,The Core,1439,60000000,2003,0
Jon Amiel,36,537,Action,Will Patton,Entrapment,1302,66000000,1999,0
Jon Amiel,36,13000,Comedy,Bill Murray,The Man Who Knew Too Little,15183,20000000,1997,0
Jon Amiel,36,10000,Drama,William McNamara,Copycat,12338,20000000,1995,0
Jonathan Dayton,36,7000,Comedy,Steve Carell,Little Miss Sunshine,7227,8000000,2006,15000
